folio;depto;area;nro;s12a_01a;s12a_01b;s12a_01c;s12a_01d;s12a_01e;s12a_01f;s12a_01g;s12a_01h;s12a_01i;s12a_01j;s12a_01k;s12a_01l;s12a_01le;s12a_02;s12a_03_1;s12a_03_2;s12a_03_3;s12a_03_4;s12a_03_5;s12a_03_6;s12a_03_6e;s12a_04;s12a_04e;s12a_05_1;s12a_05_2;s12a_05_3;s12a_05_4;s12a_05_5;s12a_05_6;s12a_05_7;s12a_05_7e;upm;estrato;Ponderador
262-06032684996-A-0121;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06032684996-A;12;,304393484819662
262-06032684996-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06032684996-A;12;,152196742409831
262-06032684996-A-0141;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06032684996-A;12;,304393484819662
262-06037732930-A-0011;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,745764037808171
262-06037732930-A-0021;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,745764037808171
262-06037732930-A-0041;La Paz;Urbana;2;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;1. Si;2. No;2. No;2. No;2. No;2. No;2. No; ;262-06037732930-A;12;,497176025205447
262-06037732930-A-0051;La Paz;Urbana;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,745764037808171
262-06037732930-A-0061;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,248588012602724
262-06037732930-A-0071;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,497176025205447
262-06037732930-A-0081;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,994352050410895
262-06037732930-A-0091;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,497176025205447
262-06037732930-A-0111;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,497176025205447
262-06037732930-A-0121;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;262-06037732930-A;12;,497176025205447
262-06037732930-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;1. Si;2. No;2. No; ;262-06037732930-A;12;,248588012602724
262-06037732930-A-0141;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06037732930-A;12;,248588012602724
262-06044935792-A-0021;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,808217183831516
262-06044935792-A-0041;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0061;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,269405727943839
262-06044935792-A-0071;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,269405727943839
262-06044935792-A-0091;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0111;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0151;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0171;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0181;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;1,34702863971919
262-06044935792-A-0201;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;,538811455887677
262-06044935792-A-0221;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06044935792-A;12;1,07762291177535
262-06059802153-A-0011;La Paz;Urbana;1;2. No;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;3. Prefiere no decirlo;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;2. No;2. No;2. No; ;262-06059802153-A;12;,541143973012732
262-06059802153-A-0021;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,541143973012732
262-06059802153-A-0031;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,541143973012732
262-06059802153-A-0051;La Paz;Urbana;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;1,35285993253183
262-06059802153-A-0061;La Paz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;1,08228794602546
262-06059802153-A-0071;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,270571986506366
262-06059802153-A-0091;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,541143973012732
262-06059802153-A-0101;La Paz;Urbana;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;1,35285993253183
262-06059802153-A-0111;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;1,08228794602546
262-06059802153-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,541143973012732
262-06059802153-A-0141;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,811715959519098
262-06059802153-A-0151;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06059802153-A;12;,270571986506366
262-06068576520-A-0011;La Paz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;1,06537719686882
262-06068576520-A-0021;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,852301757495053
262-06068576520-A-0031;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;1,06537719686882
262-06068576520-A-0041;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,852301757495053
262-06068576520-A-0061;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,426150878747527
262-06068576520-A-0071;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,852301757495053
262-06068576520-A-0081;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,63922631812129
262-06068576520-A-0091;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,426150878747527
262-06068576520-A-0111;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,213075439373763
262-06068576520-A-0121;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,426150878747527
262-06068576520-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,426150878747527
262-06068576520-A-0141;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06068576520-A;12;,426150878747527
262-06074100480-A-0011;La Paz;Urbana;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;1,09269456089109
262-06074100480-A-0021;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06074100480-A-0031;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06074100480-A-0051;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,218538912178219
262-06074100480-A-0061;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,874155648712875
262-06074100480-A-0071;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06074100480-A-0091;La Paz;Urbana;6;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;1,31123347306931
262-06074100480-A-0101;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,655616736534657
262-06074100480-A-0111;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06074100480-A-0131;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,874155648712875
262-06074100480-A-0141;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06074100480-A-0151;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06074100480-A;12;,437077824356438
262-06079187328-A-0011;La Paz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,920098488204887
262-06079187328-A-0041;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,920098488204887
262-06079187328-A-0081;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;1,53349748034148
262-06079187328-A-0111;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;1,22679798427318
262-06079187328-A-0141;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,306699496068296
262-06079187328-A-0171;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,613398992136591
262-06079187328-A-0201;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,306699496068296
262-06079187328-A-0231;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,613398992136591
262-06079187328-A-0271;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;1,22679798427318
262-06079187328-A-0301;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,613398992136591
262-06079187328-A-0331;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;,613398992136591
262-06079187328-A-0361;La Paz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06079187328-A;12;1,22679798427318
262-06082692699-A-0021;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,381110541969333
262-06082692699-A-0051;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,571665812953999
262-06082692699-A-0091;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,571665812953999
262-06082692699-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,381110541969333
262-06082692699-A-0161;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,381110541969333
262-06082692699-A-0201;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,190555270984666
262-06082692699-A-0241;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,571665812953999
262-06082692699-A-0271;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,190555270984666
262-06082692699-A-0311;La Paz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,571665812953999
262-06082692699-A-0351;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06082692699-A;12;,762221083938666
262-06082692699-A-0381;La Paz;Urbana;1;2. No;2. No;2. No;1. Si;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;1. Si;2. No;1. Si;2. No;1. Si;2. No;2. No; ;262-06082692699-A;12;,571665812953999
262-06082692699-A-0421;La Paz;Urbana;1;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;262-06082692699-A;12;,762221083938666
262-06087049276-A-0041;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,710251464579211
262-06087049276-A-0081;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,47350097638614
262-06087049276-A-0131;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;1,18375244096535
262-06087049276-A-0171;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;1. Si;2. No; ;262-06087049276-A;12;,23675048819307
262-06087049276-A-0211;La Paz;Urbana;1;1. Si;1. Si;3. Prefiere no decirlo;1. Si;1. Si;2. No;1. Si;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;1. Si;2. No;1. Si;2. No;2. No; ;262-06087049276-A;12;,23675048819307
262-06087049276-A-0261;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,710251464579211
262-06087049276-A-0301;La Paz;Urbana;2;2. No;1. Si;2. No;1. Si;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;2. No;1. Si;2. No;2. No; ;262-06087049276-A;12;,947001952772281
262-06087049276-A-0341;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,47350097638614
262-06087049276-A-0391;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,47350097638614
262-06087049276-A-0431;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,947001952772281
262-06087049276-A-0471;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,23675048819307
262-06087049276-A-0521;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06087049276-A;12;,23675048819307
262-06091574300-A-0011;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;,736557074378441
262-06091574300-A-0031;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;,736557074378441
262-06091574300-A-0051;La Paz;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;1,10483561156766
262-06091574300-A-0081;La Paz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;,736557074378441
262-06091574300-A-0101;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;,736557074378441
262-06091574300-A-0121;La Paz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;262-06091574300-A;12;,736557074378441
